,Gold,SP500
1990-09-19,-0.03465409297520768,-0.019559820018243124
1990-09-20,0.008023284644020951,0.015096878205559317
1990-09-21,-0.009608652032012577,-0.0009286137786119566
1990-09-24,-0.007348720623315537,-0.02076276696137081
1990-09-25,0.004604859953953469,-0.02802502317586451
1990-09-26,-0.004776046259310452,0.0312685532193323
1990-09-27,0.005457973531109305,0.04692637820933728
1990-09-28,-0.015001880139059422,0.06800938508841844
1990-10-01,-0.011150329212409596,0.01421648568005538
1990-10-02,-0.018051305533568828,0.024135676860103997
1990-10-03,-0.012424109828665443,-0.0037093240263670092
1990-10-04,-0.0015118063119000794,0.007282963048022812
1990-10-05,-0.0020605908069176075,0.017899078356365783
1990-10-08,0.015311396045674799,0.019695093827023977
1990-10-09,0.009105541547334759,-0.003392482396102717
1990-10-10,-0.04279946495321777,-0.012816290677409367
1990-10-11,0.001847569381177584,0.005035610947764482
1990-10-12,0.0010570923667030743,0.016108583937369324
1990-10-15,-0.001290451259697567,0.007565656723470928
1990-10-16,-0.006854588270203456,-0.005788353118352137
1990-10-17,0.004066321683280551,0.011820908403063594
1990-10-18,0.011580643412959772,0.003456509420788914
1990-10-19,-0.0017093431027317735,-0.01022748578837458
1990-10-22,-0.025200006820600904,0.006384438461735323
1990-10-23,-0.017786035976478515,0.03040897989827879
1990-10-24,0.015173698583283489,0.004837246334748802
1990-10-25,0.008115741047304672,0.021456735312829923
1990-10-26,0.010418222952948808,-0.05419808269954434
1990-10-29,0.013031052762998476,-0.010173036459962898
1990-10-30,0.0052113887647840555,0.020271949054754067
1990-10-31,-0.008965283171841176,-0.007968738553352712
1990-11-01,-0.006420861864722517,0.011813109297382683
1990-11-02,0.010711444894930597,-0.011901860116493818
1990-11-05,-0.013721329004751544,0.00010697816394619861
1990-11-06,-0.004386842986346159,-0.001140837775302338
1990-11-07,0.04396601925842049,0.002608863979447232
1990-11-08,0.0105159921004169,-0.02554298889834828
1990-11-09,0.015638599973369815,-0.006665514495621044
1990-11-12,0.028518964007876037,-0.0026938413221618933
1990-11-13,0.007467384787428105,0.031021781976973944
1990-11-14,0.002522269666452308,-0.0083574677030916
1990-11-15,0.014043430278012714,0.006812518884480535
1990-11-16,0.0019605735097974735,0.019174583225052923
1990-11-19,-0.0005988440292253284,-0.0024610505072001562
1990-11-20,0.006403695993940404,-0.019687121877394725
1990-11-21,-0.0034101185358225644,0.011226123087957864
1990-11-22,-0.05635098564821206,0.024738236329386404
1990-11-23,-0.03739673467656371,-0.017195420967566096
1990-11-26,-0.003327742020635408,0.0071290980344590115
1990-11-27,-0.002217378233202182,-0.02323854432706535
1990-11-28,-0.000905658920239434,-0.012306431209336473
1990-11-29,0.022478072537488184,0.007646154152857303
1990-11-30,0.006671404788323137,0.04705195834821216
1990-12-03,-0.012542765043341064,0.01458935915836901
1990-12-04,0.001782945359113904,-0.002899542973144285
1990-12-05,-0.00028876752892504276,-0.028270652219238267
1990-12-06,0.0017849445736692845,-0.04602093444283848
1990-12-07,-0.0036089389634836565,-0.0009041296300247763
1990-12-10,-0.018509081893639697,-0.011730915161603761
1990-12-11,-0.020674925999441342,0.019951958416662283
1990-12-12,-0.006792136735292443,0.033362624522799686
1990-12-13,-0.010534084113180747,-0.015581809334938345
1990-12-14,-0.0005393387220523711,0.015197101200981332
1990-12-17,0.020825773596730175,0.017975657578740683
1990-12-18,-0.010762789928786804,-0.006555002345436273
1990-12-19,0.006589143748334997,0.001915205877826652
1990-12-20,-0.001930164088451157,0.0035874599222088716
1990-12-21,0.0027200202099924597,0.0073747134652212935
1990-12-24,-0.008874498943350382,0.014767266537353461
1990-12-25,-0.010401483669450767,0.00517078985243031
1990-12-26,0.0260520698096439,0.005232010899757123
1990-12-27,0.007134250844395038,0.013859439008000114
1990-12-28,-0.04225792311094371,-0.004533975928607888
1990-12-31,0.02622671702002267,0.005081938293534616
1991-01-01,0.011179258939741674,0.0004403885171692657
1991-01-02,-0.004234096894149899,0.011874593451410358
1991-01-03,0.018418615333448237,-0.00015117367648886847
1991-01-04,0.002114978296603222,0.0015250233191910834
1991-01-07,-0.01395338478787779,0.0347454834138026
1991-01-08,0.003807492543558318,-0.028152083019193117
1991-01-09,0.016845949367182696,0.0039019623424362765
1991-01-10,0.0019512527637738978,0.023104443538820716
1991-01-11,-0.009139668965135446,-0.013686918751158468
1991-01-14,-0.04434458334604978,0.03135929455360865
1991-01-15,-0.003609316977083601,-0.05604398382087502
1991-01-16,-0.016288369009898152,-0.006830386428551433
1991-01-17,0.0245226409580919,0.04522092176317383
1991-01-18,-0.00441215123203585,0.00717393288153683
1991-01-21,0.0009970701091434634,-0.002093028829038365
1991-01-22,-0.006175090276809965,-0.002810075743556294
1991-01-23,-0.012856206478479165,0.010917331443902743
1991-01-24,-0.0002062911434117479,0.0017521003713194827
1991-01-25,-0.021529968096696196,0.05174485324987068
1991-01-28,0.004837108449030848,0.006014107745543635
1991-01-29,-0.012699973158081449,-0.004784194427597959
1991-01-30,-0.0006488964107847627,0.004823889332246569
1991-01-31,0.01143230037556561,0.007246589376325158
1991-02-01,0.004121834188675758,-0.0024113562059977635
1991-02-04,-0.003936875496253447,0.01434134656980224
1991-02-05,0.004437977017908857,0.006268443798611077
1991-02-06,0.008734038167612158,-0.014327744068008779
1991-02-07,-0.00803696165581225,0.0066514269228744715
1991-02-08,0.013294242647757127,0.008373032037838646
1991-02-11,0.01380097940261188,0.021618068712719887
1991-02-12,-0.012842160921650374,-0.009053789206793032
1991-02-13,0.0032013452494839144,0.013710489130742057
1991-02-14,-0.0027840104731739553,-0.006546686612088797
1991-02-15,0.015020036771027864,0.010318237945286548
1991-02-18,0.008678066090659776,-0.04738102879645726
1991-02-19,0.000609103497935855,-0.040969019544406265
1991-02-20,0.019786588810593014,-0.06949633254857063
1991-02-21,0.031149690771298692,0.00785178657889507
1991-02-22,-0.06166972557907767,0.023937320573316986
1991-02-25,-0.005461103308059432,0.005717566237097656
1991-02-26,-0.020540318523828864,-0.00212685618494016
1991-02-27,-0.00035420123556662735,-0.023174165789640197
1991-02-28,-0.0091128906465621,0.00793647168974909
1991-03-01,0.012365624813487621,0.032371151507023375
1991-03-04,0.036939036082785,0.011432420773428938
1991-03-05,0.001526503892224354,-0.0002593880196055475
1991-03-06,-0.01720911816959974,-0.004416167181297515
1991-03-07,-0.00936827598001462,-0.005443450807389509
1991-03-08,-0.006091619890765044,0.0016423618763161865
1991-03-11,0.021539300007229496,0.025311331815374417
1991-03-12,0.004689459687620398,0.0061828074782637205
1991-03-13,0.005925882634324157,-0.010525759183065125
1991-03-14,-0.00884324558900766,0.009494456814848227
1991-03-15,-0.008411974056263698,0.028031771287130258
1991-03-18,0.00399795153652726,0.005899651350416347
1991-03-19,-0.003066690729541979,-0.002681892428068853
1991-03-20,0.01687726069423831,0.0010679635220574705
1991-03-21,-0.005309716855076089,-0.028185195208648713
1991-03-22,-0.06309303627280392,0.005815318009246728
1991-03-25,-0.003650128934399481,0.003074677674947915
1991-03-26,-0.015217098440767947,-0.003966623817773064
1991-03-27,0.004307276819008288,0.012711890077003697
1991-03-28,0.003410351215402963,-0.017369720485310568
1991-03-29,0.007618819136233968,-0.013105312081019928
1991-04-01,-0.005982176697352073,-0.016948073175334713
1991-04-02,-0.0017731631184026962,0.005831692866317356
1991-04-03,-0.0063172946380728665,-0.007385553072382678
1991-04-04,0.0001979183057402817,0.0014931495505205524
1991-04-05,0.02097351712201723,-0.01109324354383049
1991-04-08,0.004789622703392824,-0.008056458382931458
1991-04-09,0.0021673801203527035,0.011012884587807994
1991-04-10,0.011116690727578388,-0.003127951513620927
1991-04-11,-0.020415135701906253,0.004608082751632925
1991-04-12,0.00263005018292283,0.0010478679216396063
1991-04-15,0.0012365293608080045,0.01920604439759418
1991-04-16,-0.014703233074999794,-0.006687836909682918
1991-04-17,-0.003300866101792815,0.018868730660420382
1991-04-18,-0.0009115701329301071,-0.0029382439408606087
1991-04-19,-0.01517684130591314,0.006555193808370527
1991-04-22,-0.008608021458700175,-0.0031534353171005034
1991-04-23,0.007642796010213415,-0.0014788952889444016
1991-04-24,0.007724488331218545,0.023575456832524246
1991-04-25,-0.007482369480948761,-0.008116281577112201
1991-04-26,-0.00046369551566128946,-0.0033076543541479355
1991-04-29,-0.011403529840427534,-0.010253494998611275
1991-04-30,-0.00816515898414427,-0.016074953516070224
1991-05-01,0.005809464434538918,-0.03954110455949076
1991-05-02,0.0031887060354302095,-0.0014057929391286215
1991-05-03,0.004030156919433916,0.0053085181227929285
1991-05-06,0.0016560793339814902,0.004111954227994244
1991-05-07,-0.011961744857468093,-0.013895330292144521
1991-05-08,-0.003952279579182834,0.00414662678632368
1991-05-09,-0.0084561215346986,0.008919434864563614
1991-05-10,0.013356526543730592,0.006180248951796231
1991-05-13,-0.003177003313090927,-0.0014964363386419455
1991-05-14,-0.003397720027733519,-0.008859385676384486
1991-05-15,-0.021101925350225037,-0.004885479817129992
1991-05-16,-0.00023544558591508864,-0.003410560975317768
1991-05-17,-0.0002849375621148605,0.0036151108066132605
1991-05-20,0.000489217915390865,0.011468197661682755
1991-05-21,0.0007435988621685622,-0.006424013061201747
1991-05-22,-0.00213761749257175,-0.015358211152172686
1991-05-23,0.004125054567796041,-0.006197936507477053
1991-05-24,0.005385099290177306,0.029298298278838713
1991-05-27,0.0028148488248104205,-0.018421360063617727
1991-05-28,0.006836523761099459,0.005651763660134979
1991-05-29,0.0051276933600219845,0.005157409720066983
1991-05-30,-0.009371008607380956,-0.000998422045113036
1991-05-31,0.0032477031449261746,0.001420316506148663
1991-06-03,-0.009749318669675098,-0.01186988221204771
1991-06-04,-0.006069982025252251,0.018616356830014516
1991-06-05,0.017753172171850976,-0.00975583490896004
1991-06-06,-0.010051597789174988,0.020812323835003272
1991-06-07,-0.008638591238673473,-0.0008187198866891556
1991-06-10,0.007395503316688146,0.005976166191918572
1991-06-11,-0.03727906423429803,-0.004574999227244009
1991-06-12,0.014749887979312213,-0.02007211125791012
1991-06-13,-0.0012497616631692175,0.007536240706931972
1991-06-14,-0.003697913907452566,-0.009421074549510636
1991-06-17,0.013132967618979275,-0.006013687846905653
1991-06-18,-0.010277732786784009,0.012763042610151256
1991-06-19,-0.006601647095721942,0.0034548595369342373
1991-06-20,-0.0026191852983121666,0.017970587083345355
1991-06-21,-0.024295496147350715,0.008543267259955162
1991-06-24,0.003186258484219236,0.023286256941390127
1991-06-25,-0.009093846381513707,-0.03714825807176706
1991-06-26,-0.01784652350982802,0.0014565990957246713
1991-06-27,0.010482786366227575,0.01081787334253637
1991-06-28,-0.002982008840864768,-0.018545667557018815
1991-07-01,-0.016486143145532744,-0.032275243576143156
1991-07-02,0.007903989506192696,0.04707442941782893
1991-07-03,0.006804838743982605,0.0008478824965576664
1991-07-04,0.011728318049187844,-0.003131195206453946
1991-07-05,0.005650736799088217,-0.00529439659378049
1991-07-08,0.004452448120019274,-0.013271396188169133
1991-07-09,-0.0004489938473468823,0.016482918182516713
1991-07-10,-0.011320709686593773,0.019163434191416893
1991-07-11,-0.021270788537989797,0.011508811522077467
1991-07-12,0.003430175741927631,-0.0027158309914605923
1991-07-15,-0.052527703849118916,0.015651614210157552
1991-07-16,0.0029421999636366214,0.1026380354707492
1991-07-17,-0.010428237560567266,-0.010489016051222636
1991-07-18,-0.00808110864363972,-0.01648284587118223
1991-07-19,0.0025011333802139606,-0.013483361103824589
1991-07-22,0.020754753803092326,0.00251181684314398
1991-07-23,0.010901276247385492,-0.004025342765608504
1991-07-24,0.0038889726414517464,-0.02517708570621264
1991-07-25,-0.01948941217845253,-0.007190197109095035
1991-07-26,0.0034658398808046953,-0.0002750071507377498
1991-07-29,0.0032088193936553574,-0.0003834522134769572
1991-07-30,0.018302561304391354,0.014503819954802075
1991-07-31,0.007183004651726503,0.010298254850256237
1991-08-01,0.007467213404858414,0.035807968031877475
1991-08-02,0.014767686572118553,-0.0061788154720009755
1991-08-05,-0.021670852538759697,0.004187940235592562
1991-08-06,-0.026351082637792816,0.008795689648467973
1991-08-07,0.02447373492384443,0.004740513549819095
1991-08-08,-0.013896636778165574,-0.007846686535432242
1991-08-09,-0.011356825969484651,0.04724667395323684
1991-08-12,0.02485661410626463,-0.006612323582888072
1991-08-13,0.02958075420810857,-0.0031615087948964156
1991-08-14,-0.00828077127995461,-0.012914827483573295
1991-08-15,0.006385922820603229,0.03465375360281797
1991-08-16,0.010930062093533574,0.006600075396209034
1991-08-19,0.006614330794993652,-0.003064255301327932
1991-08-20,-0.00508863311411088,-0.00817177532558882
1991-08-21,-0.01029176749048543,0.00514205929611838
1991-08-22,0.008879606739075988,0.010265135392095991
1991-08-23,0.015070869207027606,0.013179126738420156
1991-08-26,-0.0043407360665932634,0.001968352146603984
1991-08-27,0.008501302211518954,0.006759173143109456
1991-08-28,0.002117640377779582,0.008083679861740582
1991-08-29,-0.0008049459699448326,-0.023114798767461354
1991-08-30,-0.0030290115518094764,-0.004197668742334638
1991-09-02,0.006279551787790382,-0.014341503065087725
1991-09-03,-0.004767022485022665,-0.017559235186897667
1991-09-04,-0.007054819472478199,-0.021975821826098498
1991-09-05,-0.0056368774890143735,0.0011101559816286116
1991-09-06,-0.009013456573591943,0.007235778650233509
1991-09-09,0.0014451224792859717,-0.005949172461107697
1991-09-10,-0.010736379491610434,0.04855084999205408
1991-09-11,0.0029008692196344998,-0.004389771713851112
1991-09-12,0.024433591441238398,-0.1231159969284706
1991-09-13,-0.013517862260638112,-0.00019295447986263727
1991-09-16,-3.623412164123293e-05,0.002655195771318372
1991-09-17,0.012520067402211359,-0.014151401874872278
1991-09-18,0.00982145224808062,-0.016479371614387235
1991-09-19,0.03441345196651547,0.005183211278083183
1991-09-20,-0.007939769118150418,0.0005810529756351158
1991-09-23,-0.012018437784596454,-0.009924576517073324
1991-09-24,0.006873577066217387,0.008863871234117783
1991-09-25,0.018540970981711962,0.007802539948065049
1991-09-26,-0.007491686207647512,-0.014452869257211117
1991-09-27,0.004546758374037299,0.03235583049840416
1991-09-30,-0.00612988482251108,-0.008876172492020124
1991-10-01,-0.01717197443517126,0.0076974632804022525
1991-10-02,0.0013560039145250253,0.015303433843161487
1991-10-03,0.018361691988715317,-0.04370704781852855
1991-10-04,-0.009902737089604862,0.03398398285036563
1991-10-07,0.0023838302515898795,0.004118516602138612
1991-10-08,0.002404957044622991,-0.00033086703965276375
1991-10-09,-0.0031551919720683584,0.00031292487017828724
1991-10-10,-0.03536739708922657,0.004410500392297351
1991-10-11,0.002680395568092734,0.007597488720780006
1991-10-14,-0.012865610444921021,0.008189522948969484
1991-10-15,0.011492982793615587,0.0005482544416055252
1991-10-16,0.005067778709444047,0.01774737930923345
1991-10-17,-0.0008798950366848081,-0.0031178447393663566
1991-10-18,0.007389049717288551,-3.941362647717555e-05
1991-10-21,-0.015278578883351686,0.0008098480407329054
1991-10-22,0.009651210370003153,-0.0082777134234504
1991-10-23,0.0023039340041366646,0.03732908061052337
1991-10-24,-0.0033870262214540856,-0.007344880909643166
1991-10-25,-0.017857711159447235,0.010394271794636064
1991-10-28,-0.010963029426362392,-0.0011797142576020765
1991-10-29,0.020317364877041624,-0.003584474208378842
1991-10-30,-0.01225089294498182,0.0029518679803937345
1991-10-31,-0.0012964916928948661,0.01839762898910213
1991-11-01,-0.01610712733615233,0.004593407170966696
1991-11-04,0.022514242392034558,-0.006765174688291358
1991-11-05,-0.006383387125568366,0.009294438615956992
1991-11-06,-0.0034049289509879457,-0.025985747797331978
1991-11-07,-0.006834972286455673,-0.03435407081255983
1991-11-08,0.010888234006614072,-0.010697195560112675
1991-11-11,0.05902989803718201,0.0010615579790548585
1991-11-12,-0.0015846019669451936,-0.00729601587270847
1991-11-13,-0.004817000142791212,-0.030479241516127752
1991-11-14,-0.02061634747833448,-0.010911369685061817
1991-11-15,-0.022532461840586045,-0.00648708333632662
1991-11-18,0.003602279364532773,-0.015281860974387107
1991-11-19,-0.00021894994277083942,-0.013514368696872364
1991-11-20,-0.0035793070998207926,0.023582798063619032
1991-11-21,-0.0004935411563580045,-0.00027335342927498724
1991-11-22,0.031116863997497544,0.011811996798570503
1991-11-25,-0.03651566486146513,-0.014507316187667492
1991-11-26,0.03271161915983113,-0.019614286967371743
1991-11-27,-0.00214512449713056,0.019714341891361932
1991-11-28,-0.00607421075950768,0.013514440909626358
1991-11-29,0.00893280332784956,-0.01005532392657531
1991-12-02,-0.008204008421944254,0.03887192825237997
1991-12-03,0.02336479415640922,0.011836189763938647
1991-12-04,0.003208979513213918,-0.0012043331319352216
1991-12-05,0.00917953672503719,0.02534047697780758
1991-12-06,-0.009328162406097793,0.007699152681406439
1991-12-09,-0.0030972473730973373,-0.02182402979347869
1991-12-10,0.006300814714233002,0.013108425652982595
1991-12-11,0.017400458715864212,-0.017695058033907172
1991-12-12,-0.0021689818418601696,0.0034664556974464437
1991-12-13,0.019355181223034975,-0.0004729695771127021
1991-12-16,0.006030408725755612,-0.00451713253748279
1991-12-17,0.01620142054764692,-0.03559341249653572
1991-12-18,0.009586736358185922,0.03871164439463317
1991-12-19,-0.0042769092538168015,-0.006145242810913061
1991-12-20,-0.01742060953241321,-0.013318624246987506
1991-12-23,0.0018621851714914412,0.01909083419278728
1991-12-24,-0.006991710689501591,0.023615196740159956
1991-12-25,0.011208268989967959,-0.0017454259088031782
1991-12-26,0.0019882241629491522,-0.004040249191034587
1991-12-27,-0.0012011170528871402,0.002089363338778262
1991-12-30,0.011522528663551026,-0.010583882804022029
1991-12-31,0.000288676469093765,-0.0052977699562364545
1992-01-01,-0.007282700339086909,0.0062741438335501745
1992-01-02,-0.01475768101218924,0.016014055319334086
1992-01-03,0.07248384518038475,-0.004753411543303444
1992-01-06,0.0006499470638617696,0.003974192380411818
1992-01-07,0.00595137307708296,0.0014191258137575197
1992-01-08,0.005991290342186831,0.010760539286415821
1992-01-09,-0.00858726036755531,-0.0016530716297323256
1992-01-10,-0.03168641960550682,0.008364509148093799
