LoanID,Default,Amount
529,0,935.1037070256261
530,0,13615.756504043273
531,0,14617.605349881494
532,0,17367.783963310205
533,0,2729.3591791457056
534,1,10906.802657547492
535,0,13094.647206399326
536,1,18893.20540767013
537,0,10623.04130025547
538,1,12838.634564233307
539,0,20524.351280619958
540,0,22915.941754981326
541,0,20691.671826021025
542,0,12099.243128326
543,0,13393.296118572189
544,0,11896.766442495576
545,0,18813.147253351508
546,0,15377.586258416399
547,0,12564.886450330167
548,0,876.4214216112014
549,0,16438.772005985105
550,0,13809.011756990098
551,0,13484.073145545059
552,0,15249.678322580956
553,0,19606.880200762032
554,0,13738.890946581116
555,1,15733.06222484159
556,0,15721.397629407464
557,0,6038.081064287451
558,1,15446.270486547397
559,0,13384.311650389172
560,0,17296.7774593273
561,0,14633.283144349145
562,0,12700.367753250077
563,0,19612.729279321073
564,0,22657.359502203788
565,0,22990.44732652934
566,0,18383.88433035325
567,0,18231.080030769837
568,0,17256.03599645196
569,0,11265.65688557491
570,0,11976.347347122042
571,0,9809.364059696778
572,0,14359.19072094829
573,0,13364.495662089936
574,0,17224.456970607116
575,0,14173.61235506253
576,0,15734.422194005278
577,0,14597.00528274707
578,0,13247.672406739955
579,0,9417.501575738837
580,0,6196.2890671187015
581,0,20648.247818255382
582,0,22275.11103401101
583,0,18583.50163940248
584,0,11716.977122955801
585,1,16972.947860632637
586,0,6145.0695771128285
587,0,26045.996199841575
588,0,9822.136423814463
589,0,12338.843187034783
590,0,1180.345344084726
591,0,10201.86241113421
592,0,14341.948281259298
593,0,18786.647236629637
594,0,13160.428628630825
595,0,16538.36088187715
596,0,16936.65983398175
597,0,12880.522081441197
598,0,23114.60933379769
599,0,18735.646732959478
600,0,18737.564064744725
601,0,12040.936884371647
602,0,24329.105357704764
603,1,17782.603419161213
604,0,16713.25941033049
605,1,9635.097995300719
606,0,12712.366676455886
607,0,17357.60950825861
608,0,18184.021019093834
609,0,23187.415307863062
610,0,11170.518632388274
611,0,18608.61712223964
612,0,17351.014433058812
613,0,17530.48867235026
614,1,16393.147993005885
615,0,22606.778086291844
616,0,21828.577449923992
617,0,18948.452989153906
618,0,20563.2012988281
619,0,13598.212069362266
620,0,22129.602554093584
621,0,15932.183613819716
622,1,23125.959701245556
623,1,9912.35528685569
624,0,17556.09164489535
625,0,10248.252154942955
626,0,12873.963359325835
627,0,20695.43515915702
628,0,17933.150034099024
629,0,10077.19310462696
630,0,17840.264088536926
631,0,13218.014508496979
632,0,15544.523174351203
633,0,11765.372717865297
634,0,12897.312807218288
635,0,5184.836478650006
636,0,4196.279698279717
637,0,16960.166579308374
638,1,19555.087663862207
639,0,26690.132197174127
640,0,20028.44777375223
641,0,12501.4536967965
642,0,8390.396108513527
643,0,16840.496069748617
644,0,14926.242430845663
645,0,15780.517011783535
646,0,18554.6586284271
647,1,8343.711397655286
648,0,16562.5530742632
649,0,17231.47132366445
650,0,11297.112066704849
651,0,11894.94127371904
652,0,16913.55670377503
653,0,20809.664165874805
654,0,21256.997279567633
655,0,18255.984038952705
656,0,19902.958259547708
657,0,8678.27736403597
658,0,13240.632417838233
659,0,20272.992639509393
660,0,27618.9030786352
661,0,14928.425025237348
662,0,24006.016501451828
663,0,23042.951812674528
664,1,16444.0835802292
665,0,9207.59691503315
666,0,20740.490587369313
667,0,22487.588716543487
668,1,18122.11116750868
669,0,26925.15249218151
670,1,12092.700506962552
671,0,16842.940361584144
672,0,19797.36614110305
673,0,22727.016397426778
674,0,24029.073296615334
675,0,11092.222704449518
676,1,14483.501224630601
677,0,10322.138255864533
678,0,3996.845617241839
679,0,15386.439476810494
680,1,8547.27337773081
681,0,10417.914618070707
682,0,12351.039040980926
683,0,9073.546524121339
684,0,14907.280194958663
685,0,18615.680137295953
686,1,26108.763669455948
687,0,18495.51692758123
688,0,14889.943534770111
689,0,14784.165701793838
690,0,15033.102211242629
691,0,14018.04186763875
692,0,15004.182509489421
693,0,16786.07748195175
694,0,15975.13632810572
695,0,16017.144709912187
696,1,15076.752849618408
697,0,13048.101151669192
698,0,21633.59922295065
699,0,3551.62039510668
700,0,19147.81244529331
701,0,14869.521296118985
702,0,16516.28174041459
703,0,7688.291723413323
704,0,-792.6671725171564
705,0,20549.972346203467
706,0,20622.741559380614
707,0,22279.094644822333
708,0,17449.461303687993
709,0,12085.220246687863
710,0,14986.943591784311
711,0,15311.798810093955
712,0,11366.212111084546
713,0,13083.808572724223
714,0,13030.358579088763
715,0,18022.63961526325
716,0,8517.871884050852
717,0,11764.700955881664
718,0,16350.311722529364
719,0,15971.082259528614
720,0,20522.882978288617
721,0,13885.663794668066
722,0,8332.268600280535
723,1,11022.300886287365
724,0,21841.98527762767
725,0,24.47415380252096
726,0,12846.386066850086
727,0,11919.221836886123
728,0,14400.619429009248
729,1,13211.295763361715
730,0,13801.653969686438
731,0,15144.25295641495
732,0,11437.04852220674
733,0,18379.025140737962
734,0,17764.703122547256
735,0,8007.54135542374
736,0,11414.313420564762
737,1,5817.0784270584445
738,0,6414.238007930662
739,0,20327.24495312805
740,0,1855.7795409184455
741,0,11678.37825486725
742,0,7127.057225980356
743,0,13840.257478030251
744,0,14510.1375318213
745,0,13661.90398460097
746,0,20628.25517960889
747,0,6708.019262373502
748,0,5240.529542580653
749,0,13090.968133335024
750,1,19478.7998104397
751,0,10206.742883343813
752,0,17528.40697366948
753,0,19501.068708039245
754,0,16533.000954300805
755,0,14172.29656973378
756,1,15717.020699969642
757,0,15233.974079460268
758,0,20633.591255424504
759,0,12862.17661507896
760,0,16635.73874967252
761,0,13810.23162480857
762,0,16371.562175655003
763,0,15978.197727695155
764,0,11441.705897765043
765,0,19111.752344847126
766,0,13759.606747871881
767,0,14193.817660609096
768,0,-845.0105010368843
769,0,19016.220186963066
770,0,16233.495076470215
771,0,7532.776539182956
772,0,12896.641252483803
773,0,9002.309576592044
774,0,17402.923684624657
775,1,11841.220635153679
776,0,17523.13428214159
777,0,16759.487164643175
778,0,26033.89016084931
779,0,18077.026366876235
780,0,9624.688264683911
781,0,17234.917578031214
782,0,17870.551418825547
783,0,14220.832237665103
784,1,18508.21248052195
785,0,6686.028598920999
786,0,22223.57161768881
787,0,18227.007930686563
788,0,15152.25411730658
789,1,17081.934059166146
790,0,7519.737353629822
791,0,12945.682674605756
792,0,18296.469785441204
793,0,14542.598826169185
794,1,13852.860960065427
795,0,11160.228040821785
796,1,17848.216240564136
797,0,18659.17750895066
798,0,22086.605327494708
799,0,16931.643206775178
800,0,18918.451602297842
801,0,22073.056803673207
802,0,8374.258446811546
803,0,21369.122117083745
804,0,7588.624502870524
805,0,17230.44044666592
806,0,14905.857574874028
807,0,18904.78927422934
808,1,21328.182494851197
809,0,22774.53734147697
810,0,18448.97938455327
811,0,13558.783992633134
812,0,13656.097479680377
813,0,16977.50329510976
814,0,11467.34714951022
815,0,17646.168047039515
816,0,13161.438387444494
817,0,22737.00715019304
818,0,15143.711116149369
819,0,17041.398641596883
820,0,5755.812972353871
821,0,5221.277363901527
822,0,10654.351214143167
823,0,15427.499984511216
824,0,19240.141902124255
825,0,12793.513555673546
826,0,16430.914605562262
827,0,19671.01453736356
828,0,13970.250657872562
829,0,15265.354846599035
830,0,11333.4533628448
831,0,25390.65677048527
832,0,19506.49586638034
833,0,12671.043808583341
834,0,18650.40974426717
835,0,5226.406051437345
836,0,16494.66797058288
837,0,22870.004169346925
838,0,19614.75379468212
839,0,21363.161649690068
840,0,12904.394827761827
841,0,14638.213305040916
842,0,14548.09121621275
843,0,10483.983025688758
844,0,8112.3108099816545
845,0,16159.238559458683
846,0,12595.123654736039
847,0,21858.508902660993
848,0,14995.246150101191
849,0,10240.25080675285
850,0,28107.098435357904
851,0,7460.714271554727
852,0,15146.02626238831
853,0,18958.380144168274
854,0,18351.975754730163
855,0,4798.8943957230185
856,0,12375.119307411875
857,0,21086.75889624442
858,0,16453.650047233477
859,0,18154.33963337531
860,0,18865.88106899183
861,0,17522.644003136542
862,0,10537.621889615348
863,0,16658.925653855724
864,0,22624.769365988603
865,0,15271.34530650958
866,0,14809.733042559295
867,1,8587.53873787219
868,0,26545.83813666147
869,0,12393.679539773337
870,0,17679.649746064133
871,0,11272.790044944133
872,0,21953.267874444013
873,1,22630.924246243605
874,1,12630.077669551712
875,0,20565.02473341558
876,0,10761.283692704641
877,0,9912.000139702497
878,1,5787.435279479303
879,0,11581.431096760236
880,1,16751.708722256593
881,0,28568.830232025684
882,0,13222.55344828273
883,0,7801.078182242161
884,0,15756.33547181536
885,0,662.1141157452312
886,0,26071.863126871594
887,0,21620.647562138616
888,1,13609.096862759568
889,0,12879.276056350775
890,0,10928.182339021703
891,0,5399.667421817594
892,0,12741.306488387754
893,0,23071.51406112896
894,1,18822.023207308484
895,0,10622.348499170108
896,0,18483.038245730073
897,1,13637.750776187177
898,0,14346.59945636801
899,0,9634.901018257773
900,1,9742.075237250763
901,0,13516.682039024967
902,0,15589.305039140065
903,0,22309.354162807977
904,0,20341.672058924167
905,0,12003.365330144505
906,0,13520.002612061118
907,0,14111.349106371255
908,0,11947.868192975908
909,0,8155.087361460585
910,0,9955.041263480234
911,0,15914.311257764732
912,0,19750.61632265316
913,0,14238.343548079301
914,0,10676.764017110367
915,0,16526.58057174735
916,0,22446.234355676002
917,0,16018.553714597056
918,0,28010.529756306434
919,0,26877.941464420277
920,0,12234.424830659114
921,0,18665.848366661325
922,0,10042.040447204039
923,0,19851.758167695953
924,1,17697.927002761433
925,0,18023.164942570045
926,0,14973.254697706467
927,0,4470.601246533759
928,0,15653.952057328495
929,0,17510.149963840628
930,0,7219.946829677705
931,0,15520.423103620315
932,0,13462.770517862442
933,0,14515.854641057424
934,0,7553.0830565083
935,0,20198.285975905528
936,0,8326.130199990108
937,0,11616.354224517334
938,0,19178.341142819587
939,0,14697.084378529451
940,1,19475.57779924189
941,0,23574.946188462043
942,0,20241.809206364323
943,0,15836.37753319137
944,0,16139.38233651956
945,0,21704.476774668095
946,0,11372.080123135143
947,0,10512.512076993593
948,0,10627.426841143006
949,0,13647.4327176263
950,0,13830.029378625803
951,0,18808.247479466485
952,0,13846.90301413913
953,1,23598.592584492482
954,0,17275.36309270189
955,0,12002.971407423815
956,0,18605.36693510778
957,0,6068.615146588478
958,0,16718.715380909438
959,0,8452.390859562707
960,0,11708.996139326087
961,0,9195.179854064165
962,0,20239.597904234848
963,0,12456.797563922031
964,0,13690.583753746436
965,0,19595.006493924717
966,0,19435.282493792754
967,0,15553.832931592466
968,0,19838.009042021273
969,0,13037.671422184174
970,0,21014.66171066734
971,0,18163.176870801515
972,0,18956.313413537508
973,0,19426.492780577442
974,0,20547.68451777922
975,0,14638.948429776707
976,0,18803.00809233508
977,0,24419.41987983387
978,0,20881.547583209926
979,0,10933.662021397522
980,0,5655.666474320731
981,0,10098.235950209148
982,0,3169.8504775031706
983,0,12540.019747145543
984,0,12652.716804989956
985,0,19229.82099887734
986,0,17376.107793052943
987,0,5802.067970405358
988,0,12668.989856641952
989,0,14624.702541045346
990,0,6412.939300276757
991,0,6917.751642284679
992,0,13968.660970974177
993,0,15433.0529053143
994,0,8772.184609065358
995,1,16930.37830648953
996,0,14694.93301102389
997,0,18559.811002847775
998,0,17288.619770102498
999,0,3122.063424959213
1000,0,16421.180144355294
1001,0,13447.995081350728
1002,0,13691.883265790666
1003,0,17350.380198345585
1004,0,17006.103639434652
1005,0,15683.81289246994
1006,0,16019.727796676623
1007,0,15784.325838553228
1008,1,18240.06260139604
1009,0,16692.21710360214
1010,0,14506.639611137643
1011,0,13957.720549090875
1012,1,12059.088400729695
1013,0,8850.15448691341
1014,0,7934.82552677474
1015,0,13108.014125749274
1016,0,16737.37407866326
1017,0,16219.195710256314
1018,0,18383.822769130114
1019,0,2764.0523421007492
1020,0,13069.009123673224
1021,1,17683.395461455697
1022,0,5815.979468437827
1023,0,14445.75403575894
1024,0,18271.89334091887
1025,0,16375.532674415452
1026,0,10822.54176497853
1027,0,10112.075826328131
1028,0,11872.89680522468
1029,0,18503.308006916417
1030,0,22309.9034292395
1031,0,19008.191903404186
1032,0,22113.801571984408
1033,0,10651.35728586661
1034,0,14310.251737486264
1035,0,11745.632386418383
1036,1,16032.542398851625
1037,0,23277.640050653514
1038,0,17379.18638561982
1039,0,23910.304083776216
1040,0,8478.324457180775
1041,1,10568.415898591116
1042,0,6087.463939421681
1043,0,13883.832497232952
1044,1,3795.1722495215636
1045,0,12224.705987878737
1046,0,17515.107152290733
1047,0,10883.094261149305
1048,0,10224.246461676608
1049,1,16012.262116263764
1050,0,15597.000668260998
1051,0,21849.79173314803
1052,0,12099.676707553805
1053,0,13260.81476385296
1054,0,17830.427426444847
1055,0,16036.968469271718
1056,0,7632.4891566782635
1057,0,13546.34879972707
1058,0,14697.014881094265
1059,0,14446.067151765776
1060,0,19899.827847800778
1061,0,15351.683049979218
1062,1,20372.346963799653
1063,0,20077.980076946733
1064,0,19846.597694545602
1065,0,14550.038806306846
1066,0,13014.439937288918
1067,0,17885.232916761433
1068,0,8101.666924379847
1069,0,15243.097073458495
1070,0,19340.193760146714
1071,0,14628.641670718596
1072,0,11576.13819254164
1073,0,16528.090297317474
1074,0,18414.115341645997
1075,0,16854.98030381967
1076,0,14019.21748420342
1077,0,15355.530156291552
1078,0,18402.97615411166
1079,0,19101.533683480855
1080,1,17367.26203974501
1081,0,12251.37708731141
1082,0,14573.224364667833
1083,0,11248.370633937115
1084,0,16058.050716219717
1085,0,5940.763001390267
1086,1,14248.452225519019
1087,0,13185.539377386709
1088,0,18064.32988956047
1089,0,13441.375042914588
1090,0,11164.791158394673
1091,0,14524.43218921888
1092,0,12257.781971371349
1093,0,10426.619577126363
1094,0,18970.37807478643
1095,0,18830.090050493232
1096,0,8371.394384146051
1097,0,18054.412047272894
1098,0,17632.57735446298
1099,1,10563.593594284102
1100,0,19769.52013451782
1101,0,1156.6610504149303
1102,0,17879.581271413477
1103,1,18123.872434576202
1104,1,16119.653006049373
1105,0,16580.4262290947
1106,0,12923.114843665444
1107,0,20682.886054489984
1108,0,9884.05847081463
1109,0,18650.542354902984
1110,1,11839.890416851276
1111,1,13951.833786487512
1112,0,21129.869865536493
1113,0,13142.120283044344
1114,0,10904.690014972795
1115,0,14779.501311690326
1116,0,18455.24967135598
1117,0,20262.597549892496
1118,0,12027.61044463933
1119,0,13570.751953937095
1120,0,18359.20450381371
1121,0,15456.899108547392
1122,0,13672.831534420106
1123,0,20643.98026935049
1124,1,15034.334159327655
1125,0,12775.369567970685
1126,0,11014.109273299307
1127,0,14119.82279161871
1128,0,13008.419382436174
1129,0,29860.637300253595
1130,0,22571.58252199712
1131,0,13051.780406479937
1132,0,19150.68165675715
1133,0,12643.373282221402
1134,0,12261.219868566908
1135,0,11803.960905639342
1136,0,12497.176192468965
1137,0,6348.461678515754
1138,0,17400.866218093543
1139,0,19816.810090420735
1140,1,25741.094129120145
1141,1,8262.185769513615
1142,1,8410.908441115722
1143,0,11190.389414722258
1144,0,10824.225986476657
1145,0,17757.639046483702
1146,0,10338.34150626139
1147,0,22867.292737000498
1148,0,7742.578554417684
1149,0,13974.119785262366
